Initial Text,Cleaned Text
_uppercut that was such an `old man` thing to say,undercut that wa such an old man thing to say
Itt`s the BIG TIME Saturday night  Playing Canasta then a movie then...Psych homework?  Stay shiny and love everybody!!,itt s the big time saturday playing canada then a movie then psych homework stay shiny and love everybody
_om 'If I should paint my fingernails green- oh and it just so happens I do paint them green...'  Marvelous,om if i should paint my fingernail green oh and it just so happens i do paint them green marvelous
were you born in a barn? would you like some hay? 8-)(8) youtube the mother song,were you born in a barn would you like some hay eight eight youtube the mother song
just picked up her Blackberry from the middle of the street! Both she and it are crushed!,just picked up her blackberry from the middle of the street both she and it are crushed
"Got me a dark red hair dye, going to get some bleach",got me a dark red hair dye going to get some bleach
"Just booked my tickets for London on thursday, i`m so exicted",just booked my ticket for on thursday i am so existed
 That`s exactly how I feel.  I hope you start feeling better soon.,exactly how i feel i hope you start feeling better soon
i hope i can find a store to take us,i hope i can find a store to take u
 Cant wait to do some of those things,cant wait to do some of those thing
is making breakfast .,is making breakfast
 perhaps because it`s 3 am Minday morning,perhaps because it ha
" i`m totally gutted, i ended up with my foot in a cast today so i can`t travel to nottingham now to see you guys   ****",i am totally gutted i ended up with my foot in a cast today so i cannot travel to nottingham now to see you guy
Finallyy done !! And done clean`n lay`n down time 4 bed.. goshh its 3 o`clock !! Lol nite nite twitta heads,finally done and done clean n lay n down time four bed josh it three of the clock site site twitter head
is so sick of myself + my life  i`m never going to be as good i want + need to be. xoxoxo </3,is so sick of myself my life i am never going to be a good i want need to be xoxoxo
 I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,i do not like the possibility of the left side of my brain hurting because of the thing called a vp shunt and possible death
it`s official- the Twilight Saga has ended...*sigh*...my life is empty!,it ha official ha ended sigh my life is empty
"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",not feeling very good at all why doe this have to happen today of all day not going to friend
 Oh no! I totally forgot he played today.,oh no i totally forgot he played today
good morning! off to the gym I go,good morning off to the gym i go
Ugh I can`t breathe right today,gh i cannot breathe right today
 YAY!!  I was supposed to be there next weekend. But its off now.   But I`ma make it out there...I <3 Philly.,yay i wa supposed to be there next weekend but it off now but i ma make it out there i three philly
I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,i am soo happy but frustrated at the same time not is recording her new video for soo exxciiteed
you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,you wannaknow what ha worse my coworkers just brewed a fresh cup of coffee and all i can think about is bacon
" Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad",oh how cool ok so for your head just laydown and put ice on it that should help the swelling down i feel really bad
chris sab and i = COMME ESTAS ****,chris sab and i comme esta
" After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",after many attempt i cannot figure out how put a pic in the avatar tell me pic is too big frustrated trying sorry
" yeah, I much prefer tweetdeck but if you must have multiple accounts",yeah i much prefer tweetdeck but if you must have multiple account
I just dyededed my hair,i just ededed my hair
 I`m stuck with BOO!!!! Jeeeez shoot me now,i am stuck with shoot me now
 I use NewsFire. Works like a charm,i use work like a charm
I just had to look up endometriosis. Oy!,i just had to look up endometriosis oy
'I`m giving up on you. I don`t care how you mess up your life now.'... :`(,i m giving up on you i do not care how you mess up your life now
  shareeee.,share
Needs a yummy breakfast after her shift,need a dummy breakfast after her shift
Happy Mothers day to all the grown n happy & the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day & God Bless,happy mother day to all the grown n happy the lil prev shuts laughing out loud just playing everyone is loved happy bless
loves it when mom and dad come to visit! nothin better,love it when mom and dad come to visit nothing better
 http://twitpic.com/4w06l - LOVE IT! U have a great job!!,love it you have a great job
"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.",just said that our trip to is cancelled due to da swine flu oops sorry bang
  i want alexis bledel back on screen every thursday night,i want alexis level back on screen every thursday
"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",how did i give birth to a i hate screaming child i guess i hate screaming child besides my own now
" what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!",what on earth happened to networth s page i am devastated a i am sure all of his fan are
"#3wordsaftersex  Ow, rug burns",3wordsaftersex ow rug burn
 places to find you if you`re not home- marilyn and seria beach,place to find you if you are not home marilyn and seria beach
I just got a wiff of pazik fart!,i just got a diff of park fart
"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST",not feeling too good at all about to head to work from twelve five not a bad shift just not fun when you do not feel well hope it go fast
