Initial Text,Cleaned Text
there`s no point in bein on here if no one else in on,there ` s no point in been on here if no one els in on
"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want",i wish i knew how to play an instrument lesson for menac and miss moo for sure piano cello bass whatev they want
_Janeway OOC: Goodnight,anyway doc goodnight
 And who says I wasn`t just muttering to myself?,and who say i wasn ` t just master to myself
Nic has no idea what he`s going to do!  money is all gone!,nic ha no idea what he ` s go to do money is all gone
work all day,work all day
 I thought it was pretty good! I`m not a die hard Trekkie either.,i thought it wa pretti good i ` m not a die hard trekk either
 TY very much for FF,ty veri much for ff
Unanticipated thunderstorm quashed camping trip,anticip thunderstorm quash camp trip
Omg going to die of swine flu when I go to Melbourne,omg go to die of swine flu when i go to melbourn
 heeeey good luck for unair sweet!,eeeeee good luck for unfair sweet
just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,just come in from the garden it is veri warm out there but beauti didnt do much revis though
"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",twitter hhh i love more have everi episod on video sometim gaze love at them
life`s good,life ` s good
"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",b i don ` t know but they aren ` t worth it onli peopl actual show up lol
 p.s. There is such thing as having too much sushi! Bleeeeah!,p there is such thing a have too much sushi bleeeeah
 oh ok. Well good for you...can I get some weather updates instead??  jk.,oh ok well good for yuan i get some weather updat instead jk
Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,rescu two ador pit mix pup today lc and bodi look to adopt email me for more info and pic
Suddenly I remember all the memories with him  ohhh please,sudden i rememb all the memori with him hhh pleas
I think my cheap sunglasses are falling apart. Oh well,i think my cheap sunglass are fall apart oh well
Slept at my parents the bed was hard as a rock now my back feels like a rock,slept at my parent the bed wa hard a a rock now my back feel like a rock
I ate to much lunch...now I don`t want to work,i ate to much lucknow i don ` t want to work
 Is that why your blog is set to private?,is that whi your blog is set to privat
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,glitter kk but sum reason it not let me vote them
 ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,gh it today doesn ` t look like it ` s go to work i ` m sorri
Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,watch the film real woman have curv whi are good film on in the middl of the night
 Happy Mother`s Day!,happi mother ` s day
I dont think he`s ganna text me.,i dont think he ` s gon na text me
thanks for the raspberry-Laced Vanilla Cake,thank for the raspberrylac vanilla cake
 morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,morn alex hope you will be meet lot today a we do miss you when you aren ` t on here
"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",got chili bean on my shirt i hate that i can be a messi eater such a ladi
"I had some work to do, but my wrist hurts too much to do any of it.",i had some work to do but my wrist hurt too much to do ani of it
_Divine take my advice lookin through the phone cost me my relationship,divin take my advic look through the phone cost me my relationship
Weekends are Great....if you don`t have to work them.,weekend are great you don ` t have to work them
 good morning misfit *passes you Tylenol*,good morn visit pass you tylenol
 YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,yay to som i no on twitterslowli slowli rest of the grade will come aroundhah i hope ur readi for my constant tweet
 I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,i think that ` s what ` s wrong with me stuf up and when i breath in it feel like a sore throat
 ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,it should be recover it ` s just the boot part that ` s mess up gr arch my busi wa on there
 whats the next movie review going to be? You`re like wossy of brum. Just more controversial,what the next movi review go to be you ` re like loss of drum just more controversi
 thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,thank you say kamusta ang bulacan histor gimmick at ang galor shop trip
LAST DAY in St Andrews.. i will spend it on west sands! and then packing,last day in st andrew i will spend it on west sand and then pack
http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,omg this dude look well ` ard he put me to shame
 OMG are u still naked 1313 XDD omg i miss you so muuch,omg are u still nake add omg i miss you so much
has stuff to do but refuses to do them.  :[,ha stuff to do but refus to do them
rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,rent bike + unknown trail with random bump + big hill + kid = one beat up littl girl not a good day on the b famili vacat
 No star replies to me,no star repli to me
"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there`s NO gig in the near future announced yet",plane ticket to uk and everywher in europ are beyond cheap for juneoct but there ` s no gig in the near futur announc yet
oh yeah the grill is out...its bbq tonight at the house,oh yeah the grill is outfit bb tonight at the hous
  I do not mean to laugh but a little giggle did come out - sorry,i do not mean to laugh but a littl singl did come out sorri
 we had bbq chicken pizza last night! (although it wasn`t deep dish   glad to hear you had fun in p.r.!!,we had bb chicken pizza last night although it wasn ` t deep dish glad to hear you had fun in pr
My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,my mind is play trick or mer could it be either way this ish is on my mind heavi and in sleepi
if someone had`ve told me things would get this hard..i would never have done it,if someon had ` ve told me thing would get this hard would never have done it
Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,had a blood test today wasn ` t too bad realli need to dash starbuck after to reviv my spirit with a nice ice late a bunyum
No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,no one want to sit with me at lunch i guess i ` ll just buri my head in my laptop and continu to be antisoci
 no its the same,no it the same
"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.",hope all the mum ` s out there had a mother ` s day with love close famili friend
 Hey Mr Luketic! I don`t have your number to send by phone.  You can email me at heathfox.com if that would be ok.,hey mr lunat i don ` t have your number to send by phone you can email me at heathfoxcom if that would be ok
 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,season that ` s it sorri just notic in ur previous updat my si isn ` t gon na be happi
Just finished Church. Happy Mother`s Day!,just finish church happi mother ` s day
